Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) HIT_K2,Coverage (%) HIT_K4,Coverage (%) HIT_K6,Coverage (%) HCA_K2,Coverage (%) HCA_K4,Coverage (%) HCA_K6,Area HIT_K2,Area HIT_K4,Area HIT_K6,Area HCA_K2,Area HCA_K4,Area HCA_K6,#Peptides,#Unique,#Spec HIT_K2,#Spec HIT_K4,#Spec HIT_K6,#Spec HCA_K2,#Spec HCA_K4,#Spec HCA_K6,PTM,Avg. Mass,Description
1405,812,Q8WVV9|HNRLL_HUMAN,255.31,27,13,12,14,14,19,23,3.0492E3,4.2787E3,5.4815E3,5.8369E3,8.6968E3,9.3829E3,11,11,16,17,19,16,25,28,Carbamidomethylation,60083,Heterogeneous nuclear ribonucleoprotein L-like OS=Homo sapiens OX=9606 GN=HNRNPLL PE=1 SV=1
1251,1203,O00743|PPP6_HUMAN,255.17,39,33,29,33,35,33,33,1.2707E4,1.0429E4,1.2069E4,1.3368E4,1.6074E4,1.2028E4,8,8,25,31,26,18,23,19,Carbamidomethylation; Deamidation (NQ),35144,Serine/threonine-protein phosphatase 6 catalytic subunit OS=Homo sapiens OX=9606 GN=PPP6C PE=1 SV=1
955,1102,Q9UHX1|PUF60_HUMAN,255.16,29,23,27,21,25,26,27,2.0999E4,2.0428E4,2.8385E4,3.2716E4,3.0668E4,2.3703E4,10,10,42,34,28,38,34,27,,59876,Poly(U)-binding-splicing factor PUF60 OS=Homo sapiens OX=9606 GN=PUF60 PE=1 SV=1
672,1258,P16949|STMN1_HUMAN,255.06,56,51,45,46,56,50,51,2.2913E5,1.6147E5,1.5207E5,2.607E5,2.5768E5,2.3961E5,12,12,59,43,37,56,44,53,Deamidation (NQ),17302,Stathmin OS=Homo sapiens OX=9606 GN=STMN1 PE=1 SV=3
1144,1691,P54687|BCAT1_HUMAN,254.96,32,32,24,19,24,13,24,3.1372E4,3.0545E4,2.5951E4,2.6763E4,1.8191E4,2.2532E4,8,8,34,32,32,21,24,19,Carbamidomethylation,42966,Branched-chain-amino-acid aminotransferase  cytosolic OS=Homo sapiens OX=9606 GN=BCAT1 PE=1 SV=3
1145,883,Q9Y383|LC7L2_HUMAN,254.67,38,27,22,20,27,33,31,2.5969E4,2.4224E4,1.9565E4,3.4856E4,3.7437E4,3.5857E4,12,8,21,16,20,33,42,29,Carbamidomethylation; Deamidation (NQ),46514,Putative RNA-binding protein Luc7-like 2 OS=Homo sapiens OX=9606 GN=LUC7L2 PE=1 SV=2
1010,904,Q9Y285|SYFA_HUMAN,254.66,41,20,35,33,28,28,23,2.487E4,2.4805E4,2.7485E4,3.4833E4,3.2401E4,2.8594E4,13,13,23,31,21,46,37,32,Carbamidomethylation; Acetylation (Protein N-term); Deamidation (NQ),57564,Phenylalanine--tRNA ligase alpha subunit OS=Homo sapiens OX=9606 GN=FARSA PE=1 SV=3
1254,946,P30566|PUR8_HUMAN,254.51,39,15,33,33,17,19,30,1.3457E4,2.3597E4,3.5441E4,9.8753E3,1.5926E4,2.1355E4,12,12,15,33,35,18,16,24,Carbamidomethylation; Acetylation (Protein N-term); Deamidation (NQ),54889,Adenylosuccinate lyase OS=Homo sapiens OX=9606 GN=ADSL PE=1 SV=2
684,2028,Q14019|COTL1_HUMAN,254.36,67,62,67,62,62,62,62,5.3802E4,7.4425E4,7.1755E4,4.7552E4,6.068E4,5.8732E4,11,11,47,59,60,42,40,37,Carbamidomethylation,15945,Coactosin-like protein OS=Homo sapiens OX=9606 GN=COTL1 PE=1 SV=3
1109,1224,P01893|HLAH_HUMAN,254.30,35,35,35,30,17,10,17,1.4201E3,5.7512E2,,,,,9,1,37,43,42,15,15,16,Carbamidomethylation; Deamidation (NQ),40892,Putative HLA class I histocompatibility antigen  alpha chain H OS=Homo sapiens OX=9606 GN=HLA-H PE=5 SV=3
1342,1012,O15270|SPTC2_HUMAN,254.26,30,23,25,27,24,23,22,5.219E3,6.8972E3,9.0648E3,4.0551E3,5.1756E3,6.0398E3,10,10,19,24,27,19,20,21,Carbamidomethylation; Deamidation (NQ),62924,Serine palmitoyltransferase 2 OS=Homo sapiens OX=9606 GN=SPTLC2 PE=1 SV=1
950,1670,P42025|ACTY_HUMAN,254.09,34,28,30,34,20,30,28,9.4688E1,1.5396E3,2.0113E3,,1.1073E3,4.6622E2,8,2,24,41,45,26,37,31,Carbamidomethylation; Deamidation (NQ),42293,Beta-centractin OS=Homo sapiens OX=9606 GN=ACTR1B PE=1 SV=1
1055,1367,O43765|SGTA_HUMAN,254.03,34,27,24,27,24,31,31,3.2199E4,3.4863E4,3.2929E4,3.6621E4,3.759E4,3.9898E4,9,9,28,30,25,33,31,33,Carbamidomethylation,34063,Small glutamine-rich tetratricopeptide repeat-containing protein alpha OS=Homo sapiens OX=9606 GN=SGTA PE=1 SV=1
1041,788,P51114|FXR1_HUMAN,254.02,25,18,20,23,25,24,25,1.1934E4,1.3166E4,3.6874E4,3.4733E4,2.7271E4,6.5183E4,12,11,23,20,38,36,31,35,Carbamidomethylation; Deamidation (NQ),69721,Fragile X mental retardation syndrome-related protein 1 OS=Homo sapiens OX=9606 GN=FXR1 PE=1 SV=3
208,2604,Q9BYX7|ACTBM_HUMAN,253.94,19,19,19,19,18,19,19,0,0,1.7404E4,0,0,1.1538E4,6,2,108,115,103,114,134,110,Carbamidomethylation; Oxidation (M); Deamidation (NQ),42016,Putative beta-actin-like protein 3 OS=Homo sapiens OX=9606 GN=POTEKP PE=5 SV=1
1415,583,Q9BTW9|TBCD_HUMAN,253.90,15,3,6,7,11,11,7,2.9819E3,4.8686E3,7.1386E3,1.0047E4,7.9266E3,6.6233E3,14,14,6,19,24,28,26,17,Carbamidomethylation,132600,Tubulin-specific chaperone D OS=Homo sapiens OX=9606 GN=TBCD PE=1 SV=2
1341,795,Q9BXP5|SRRT_HUMAN,253.81,15,12,10,12,15,11,12,1.7392E4,1.2109E4,1.2158E4,3.2416E4,1.7168E4,2.2562E4,12,12,26,18,23,23,20,20,Carbamidomethylation,100667,Serrate RNA effector molecule homolog OS=Homo sapiens OX=9606 GN=SRRT PE=1 SV=1
1228,2721,O76070|SYUG_HUMAN,253.64,51,51,51,51,39,51,29,3.5999E4,2.664E4,2.2768E4,6.0911E3,9.0339E3,7.4818E3,7,7,38,36,32,10,12,18,,13331,Gamma-synuclein OS=Homo sapiens OX=9606 GN=SNCG PE=1 SV=2
423,1432,P28066|PSA5_HUMAN,253.37,52,52,52,52,48,52,52,1.4937E5,1.2893E5,1.2044E5,1.4548E5,1.5286E5,1.4337E5,9,9,86,75,76,66,65,67,Carbamidomethylation; Deamidation (NQ),26411,Proteasome subunit alpha type-5 OS=Homo sapiens OX=9606 GN=PSMA5 PE=1 SV=3
946,2904,P18859|ATP5J_HUMAN,253.06,51,49,51,46,51,49,49,7.1083E4,5.4571E4,4.9379E4,8.5078E4,7.0503E4,6.3856E4,7,7,32,27,28,41,40,38,,12588,ATP synthase-coupling factor 6  mitochondrial OS=Homo sapiens OX=9606 GN=ATP5PF PE=1 SV=1
1441,1546,Q8WWP7|GIMA1_HUMAN,252.87,32,32,26,31,23,23,23,1.7406E4,1.6631E4,2.283E4,7.4931E3,1.0387E4,8.3848E3,7,7,19,23,21,14,17,21,Carbamidomethylation,34369,GTPase IMAP family member 1 OS=Homo sapiens OX=9606 GN=GIMAP1 PE=1 SV=1
732,1161,P26373|RL13_HUMAN,252.87,48,44,44,44,44,40,44,9.646E4,1.2215E5,1.1427E5,1.4517E5,1.2416E5,1.3647E5,12,12,39,48,47,42,45,43,Deamidation (NQ),24261,60S ribosomal protein L13 OS=Homo sapiens OX=9606 GN=RPL13 PE=1 SV=4
1171,726,P07947|YES_HUMAN,252.85,31,11,19,23,22,26,27,9.8868E2,1.4662E3,2.531E3,9.3247E3,9.715E3,1.1283E4,12,8,10,16,18,34,40,38,Carbamidomethylation; Deamidation (NQ),60801,Tyrosine-protein kinase Yes OS=Homo sapiens OX=9606 GN=YES1 PE=1 SV=3
1421,973,Q9NSC5|HOME3_HUMAN,252.83,40,21,19,24,35,25,19,1.202E4,1.0815E4,1.219E4,2.1258E4,1.6665E4,1.6231E4,10,10,17,20,25,25,13,19,,39836,Homer protein homolog 3 OS=Homo sapiens OX=9606 GN=HOMER3 PE=1 SV=2
1363,902,P05362|ICAM1_HUMAN,252.72,28,23,24,22,20,20,15,2.3757E4,2.635E4,2.5741E4,3.6984E4,1.9644E4,1.5044E4,12,12,21,38,23,23,15,8,Carbamidomethylation; Deamidation (NQ),57825,Intercellular adhesion molecule 1 OS=Homo sapiens OX=9606 GN=ICAM1 PE=1 SV=2
1376,2407,Q9Y3E5|PTH2_HUMAN,252.72,53,42,42,42,45,53,53,1.3823E4,1.473E4,1.5646E4,2.7772E4,3.3016E4,3.1535E4,6,6,12,17,15,20,32,30,Carbamidomethylation,19194,Peptidyl-tRNA hydrolase 2  mitochondrial OS=Homo sapiens OX=9606 GN=PTRH2 PE=1 SV=1
1191,1184,Q09028|RBBP4_HUMAN,252.65,54,47,36,45,47,40,54,1.9645E4,1.3973E4,1.3358E4,2.6885E4,2.4633E4,1.8993E4,12,9,26,25,20,32,23,27,Carbamidomethylation; Acetylation (Protein N-term); Deamidation (NQ),47656,Histone-binding protein RBBP4 OS=Homo sapiens OX=9606 GN=RBBP4 PE=1 SV=3
1059,1888,P62633|CNBP_HUMAN,252.55,49,44,44,44,49,44,44,2.6339E4,2.2803E4,1.7131E4,4.8828E4,3.9533E4,3.9647E4,7,7,31,25,20,36,34,34,Carbamidomethylation,19463,Cellular nucleic acid-binding protein OS=Homo sapiens OX=9606 GN=CNBP PE=1 SV=1
1412,752,Q12874|SF3A3_HUMAN,252.35,37,18,27,16,18,26,35,1.8396E4,1.7298E4,1.4846E4,4.962E4,1.7366E4,5.1467E4,12,12,22,21,13,22,19,23,Carbamidomethylation; Acetylation (Protein N-term),58849,Splicing factor 3A subunit 3 OS=Homo sapiens OX=9606 GN=SF3A3 PE=1 SV=1
1011,1234,O96008|TOM40_HUMAN,252.30,42,32,27,39,26,27,27,1.4275E4,3.6665E4,3.7764E4,2.054E4,2.9758E4,1.9079E4,10,10,32,28,42,31,30,27,Carbamidomethylation; Deamidation (NQ),37893,Mitochondrial import receptor subunit TOM40 homolog OS=Homo sapiens OX=9606 GN=TOMM40 PE=1 SV=1
1257,918,Q8TAT6|NPL4_HUMAN,252.26,22,15,13,13,18,17,17,1.0649E4,1.0215E4,1.0313E4,2.5806E4,3.0737E4,2.008E4,13,13,21,16,19,34,28,23,Carbamidomethylation,68120,Nuclear protein localization protein 4 homolog OS=Homo sapiens OX=9606 GN=NPLOC4 PE=1 SV=3
1267,2106,Q14257|RCN2_HUMAN,252.00,31,23,19,22,31,23,23,1.2467E4,6.6122E3,3.9559E3,2.4736E4,1.406E4,1.1774E4,8,8,21,16,15,37,26,25,Deamidation (NQ),36876,Reticulocalbin-2 OS=Homo sapiens OX=9606 GN=RCN2 PE=1 SV=1
1512,651,Q9NY15|STAB1_HUMAN,251.96,7,3,4,5,4,5,5,2.7066E3,7.7268E3,8.6052E3,6.7969E3,9.6327E3,9.8637E3,14,14,10,14,21,11,25,26,Carbamidomethylation,275480,Stabilin-1 OS=Homo sapiens OX=9606 GN=STAB1 PE=1 SV=3
1163,985,O43488|ARK72_HUMAN,251.95,38,32,31,38,28,35,35,3.1804E4,2.7309E4,2.4686E4,1.9715E4,1.89E4,2.2022E4,12,12,28,31,24,26,28,21,Carbamidomethylation,39589,Aflatoxin B1 aldehyde reductase member 2 OS=Homo sapiens OX=9606 GN=AKR7A2 PE=1 SV=3
1450,1522,P02462|CO4A1_HUMAN,251.93,6,4,6,6,2,4,4,1.5252E4,2.2036E4,2.1504E4,1.2789E4,2.0069E4,1.8896E4,8,8,15,25,21,9,23,21,Carbamidomethylation,160611,Collagen alpha-1(IV) chain OS=Homo sapiens OX=9606 GN=COL4A1 PE=1 SV=4
1503,1016,P37173|TGFR2_HUMAN,251.92,21,14,11,11,17,21,15,7.1212E3,3.719E3,6.9176E3,7.4968E3,1.2353E4,8.6567E3,9,9,17,6,13,21,36,15,Carbamidomethylation,64568,TGF-beta receptor type-2 OS=Homo sapiens OX=9606 GN=TGFBR2 PE=1 SV=2
1181,1380,Q96AP7|ESAM_HUMAN,251.89,40,27,27,22,31,38,32,3.0443E4,2.0009E4,1.5907E4,3.9272E4,3.6971E4,3.5084E4,10,10,25,21,10,31,34,34,Carbamidomethylation; Deamidation (NQ),41176,Endothelial cell-selective adhesion molecule OS=Homo sapiens OX=9606 GN=ESAM PE=1 SV=1
1467,528,O14776|TCRG1_HUMAN,251.67,17,9,10,6,12,10,9,7.4943E3,7.0698E3,5.3672E3,3.2782E4,8.7459E3,8.9891E3,16,16,12,18,10,35,17,21,Carbamidomethylation,123901,Transcription elongation regulator 1 OS=Homo sapiens OX=9606 GN=TCERG1 PE=1 SV=2
1218,2517,Q9BWJ5|SF3B5_HUMAN,251.61,97,69,97,69,97,97,97,1.9702E4,1.8643E4,1.5767E4,3.3531E4,1.984E4,2.5005E4,8,8,27,23,29,27,20,22,Carbamidomethylation; Acetylation (Protein N-term); Deamidation (NQ),10135,Splicing factor 3B subunit 5 OS=Homo sapiens OX=9606 GN=SF3B5 PE=1 SV=1
1328,1187,Q16576|RBBP7_HUMAN,251.57,47,28,29,18,24,31,39,1.2887E4,1.6941E4,5.7683E3,1.0857E4,2.1007E4,1.7567E4,10,7,23,18,11,29,23,28,Carbamidomethylation; Deamidation (NQ),47820,Histone-binding protein RBBP7 OS=Homo sapiens OX=9606 GN=RBBP7 PE=1 SV=1
1331,2255,Q9NX63|MIC19_HUMAN,251.54,31,25,25,25,26,31,25,2.3219E4,2.1127E4,1.9198E4,3.8428E4,2.9356E4,2.9626E4,8,8,19,14,21,29,31,18,Carbamidomethylation; Deamidation (NQ),26152,MICOS complex subunit MIC19 OS=Homo sapiens OX=9606 GN=CHCHD3 PE=1 SV=1
1533,1419,Q9H3P7|GCP60_HUMAN,251.30,20,13,12,14,15,15,12,6.9225E3,7.5951E3,8.2471E3,6.6496E3,7.5686E3,5.1953E3,7,7,15,18,17,15,22,17,Carbamidomethylation,60593,Golgi resident protein GCP60 OS=Homo sapiens OX=9606 GN=ACBD3 PE=1 SV=4
1078,1301,P62995|TRA2B_HUMAN,251.26,39,29,36,36,39,39,39,4.2024E4,5.6885E4,4.7498E4,4.5113E4,6.7525E4,5.8633E4,9,8,27,27,24,28,34,35,Carbamidomethylation,33666,Transformer-2 protein homolog beta OS=Homo sapiens OX=9606 GN=TRA2B PE=1 SV=1
1277,955,Q02750|MP2K1_HUMAN,251.14,33,29,31,30,27,24,23,1.1763E3,2.9086E3,2.3745E3,1.88E3,5.6738E3,3.9247E3,11,5,20,22,20,24,33,19,Carbamidomethylation,43439,Dual specificity mitogen-activated protein kinase kinase 1 OS=Homo sapiens OX=9606 GN=MAP2K1 PE=1 SV=2
1038,1328,Q15404|RSU1_HUMAN,250.87,60,56,53,46,57,46,44,2.8199E4,3.4223E4,3.2181E4,3.4997E4,2.7001E4,3.5613E4,10,10,26,25,32,38,33,30,Deamidation (NQ),31540,Ras suppressor protein 1 OS=Homo sapiens OX=9606 GN=RSU1 PE=1 SV=3
1571,899,P78539|SRPX_HUMAN,250.84,32,13,19,19,23,21,20,8.1396E3,8.2694E3,1.1458E4,1.8079E4,9.0063E3,1.1108E4,11,11,16,19,18,19,9,20,Carbamidomethylation,51572,Sushi repeat-containing protein SRPX OS=Homo sapiens OX=9606 GN=SRPX PE=1 SV=1
1448,648,P25205|MCM3_HUMAN,250.74,21,7,7,9,19,15,12,7.5515E3,9.2915E3,1.0407E4,1.5581E4,1.5007E4,1.7434E4,12,12,11,13,11,33,18,28,Carbamidomethylation,90981,DNA replication licensing factor MCM3 OS=Homo sapiens OX=9606 GN=MCM3 PE=1 SV=3
866,1015,P11310|ACADM_HUMAN,250.67,35,35,32,35,35,27,27,1.9227E4,2.411E4,2.3955E4,3.2153E4,3.0105E4,3.3105E4,10,10,31,35,38,41,42,37,Deamidation (NQ),46588,Medium-chain specific acyl-CoA dehydrogenase  mitochondrial OS=Homo sapiens OX=9606 GN=ACADM PE=1 SV=1
796,988,P38159|RBMX_HUMAN,250.57,32,20,24,23,32,30,27,4.7686E4,4.682E4,4.2011E4,7.6146E4,6.9652E4,7.2045E4,13,13,33,30,36,43,49,55,Acetylation (Protein N-term),42332,RNA-binding motif protein  X chromosome OS=Homo sapiens OX=9606 GN=RBMX PE=1 SV=3
836,1406,Q9NUV9|GIMA4_HUMAN,250.54,36,29,29,29,33,29,29,4.2047E4,5.3403E4,6.137E4,4.127E4,4.8576E4,4.4975E4,9,9,40,41,55,25,33,38,Carbamidomethylation; Acetylation (Protein N-term),37534,GTPase IMAP family member 4 OS=Homo sapiens OX=9606 GN=GIMAP4 PE=1 SV=1
1255,1037,P50148|GNAQ_HUMAN,250.37,37,23,27,27,19,33,25,3.5385E3,3.9766E3,4.8713E3,2.314E3,3.6047E3,1.7129E3,10,5,17,22,27,29,30,16,Carbamidomethylation; Acetylation (Protein N-term); Deamidation (NQ),42142,Guanine nucleotide-binding protein G(q) subunit alpha OS=Homo sapiens OX=9606 GN=GNAQ PE=1 SV=4
1233,888,Q7L1Q6|BZW1_HUMAN,250.35,40,23,21,33,31,28,30,1.3632E4,1.3505E4,2.3813E4,1.9951E4,2.1459E4,1.4617E4,14,13,21,20,27,21,28,28,Carbamidomethylation,48043,Basic leucine zipper and W2 domain-containing protein 1 OS=Homo sapiens OX=9606 GN=BZW1 PE=1 SV=1
1266,677,P63092|GNAS2_HUMAN,250.32,47,25,38,31,23,24,29,7.9902E3,1.0592E4,1.1616E4,9.6879E3,6.6626E3,7.1104E3,14,13,18,22,28,28,19,25,Carbamidomethylation,45665,Guanine nucleotide-binding protein G(s) subunit alpha isoforms short OS=Homo sapiens OX=9606 GN=GNAS PE=1 SV=1
1266,701,Q5JWF2|GNAS1_HUMAN,250.32,18,9,14,12,9,9,11,7.9902E3,1.0592E4,1.1616E4,9.6879E3,6.6626E3,7.1104E3,14,13,18,22,28,28,19,25,Carbamidomethylation,111024,Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas OS=Homo sapiens OX=9606 GN=GNAS PE=1 SV=2
989,666,Q9NR30|DDX21_HUMAN,250.31,18,11,13,11,9,12,12,1.4651E4,2.1001E4,2.0122E4,1.9503E4,2.5986E4,2.3377E4,10,9,33,33,30,29,34,35,Carbamidomethylation,87344,Nucleolar RNA helicase 2 OS=Homo sapiens OX=9606 GN=DDX21 PE=1 SV=5
873,1276,Q9NNW7|TRXR2_HUMAN,250.28,25,14,22,23,21,23,23,7.3074E3,8.8606E3,9.1904E3,1.5187E4,1.575E4,1.4599E4,10,9,37,33,39,33,41,40,Carbamidomethylation,56507,Thioredoxin reductase 2  mitochondrial OS=Homo sapiens OX=9606 GN=TXNRD2 PE=1 SV=3
1221,1823,P31937|3HIDH_HUMAN,250.27,38,38,33,34,38,38,38,2.2487E4,1.9942E4,2.5259E4,2.6862E4,2.2731E4,2.3387E4,9,9,20,16,27,25,34,26,Carbamidomethylation; Deamidation (NQ),35329,3-hydroxyisobutyrate dehydrogenase  mitochondrial OS=Homo sapiens OX=9606 GN=HIBADH PE=1 SV=2
1142,961,Q00169|PIPNA_HUMAN,250.24,46,39,34,30,43,43,42,9.311E3,9.299E3,9.811E3,2.8581E4,2.1495E4,2.1576E4,9,8,27,25,26,31,26,27,Carbamidomethylation,31806,Phosphatidylinositol transfer protein alpha isoform OS=Homo sapiens OX=9606 GN=PITPNA PE=1 SV=2
1236,837,P20073|ANXA7_HUMAN,250.22,35,16,17,30,22,18,22,4.3212E4,4.4612E4,5.0846E4,3.5579E4,4.0013E4,3.8885E4,12,12,27,20,32,22,20,24,Carbamidomethylation,52739,Annexin A7 OS=Homo sapiens OX=9606 GN=ANXA7 PE=1 SV=3
1069,1407,Q7Z4V5|HDGR2_HUMAN,250.18,17,15,15,15,17,15,15,1.4314E4,1.5548E4,1.2523E4,1.4377E4,1.5783E4,1.6067E4,9,6,30,32,33,28,26,28,Carbamidomethylation,74317,Hepatoma-derived growth factor-related protein 2 OS=Homo sapiens OX=9606 GN=HDGFL2 PE=1 SV=1
1234,2170,P62316|SMD2_HUMAN,250.13,69,52,33,65,48,69,69,5.6241E4,4.3212E4,4.959E4,6.4271E4,6.2974E4,6.7712E4,12,12,22,16,25,30,23,29,Carbamidomethylation,13527,Small nuclear ribonucleoprotein Sm D2 OS=Homo sapiens OX=9606 GN=SNRPD2 PE=1 SV=1
1105,569,P14543|NID1_HUMAN,250.11,14,11,12,10,11,11,11,1.4489E4,1.3984E4,1.417E4,1.702E4,1.4193E4,2.0377E4,13,13,28,28,28,30,24,30,Carbamidomethylation,136377,Nidogen-1 OS=Homo sapiens OX=9606 GN=NID1 PE=1 SV=3
886,1901,E9PAV3|NACAM_HUMAN,250.10,4,4,4,4,3,4,4,1.5568E5,1.3917E5,1.2766E5,1.7251E5,1.6178E5,1.6657E5,7,7,38,35,35,40,27,44,,205419,Nascent polypeptide-associated complex subunit alpha  muscle-specific form OS=Homo sapiens OX=9606 GN=NACA PE=1 SV=1
886,2358,Q13765|NACA_HUMAN,250.10,35,35,35,35,29,35,35,1.5568E5,1.3917E5,1.2766E5,1.7251E5,1.6178E5,1.6657E5,7,7,38,35,35,40,27,44,,23384,Nascent polypeptide-associated complex subunit alpha OS=Homo sapiens OX=9606 GN=NACA PE=1 SV=1
504,2051,P68036|UB2L3_HUMAN,250.00,55,47,49,49,55,49,49,1.8282E5,1.6789E5,1.0752E5,1.708E5,1.5299E5,1.8262E5,8,8,72,66,55,66,63,61,Carbamidomethylation; Deamidation (NQ),17862,Ubiquitin-conjugating enzyme E2 L3 OS=Homo sapiens OX=9606 GN=UBE2L3 PE=1 SV=1
549,2022,P61916|NPC2_HUMAN,249.87,52,52,52,47,52,52,52,9.7541E4,8.3388E4,7.3797E4,1.2762E5,1.0746E5,1.1194E5,9,9,52,55,57,77,58,61,Carbamidomethylation; Oxidation (M); Deamidation (NQ),16570,NPC intracellular cholesterol transporter 2 OS=Homo sapiens OX=9606 GN=NPC2 PE=1 SV=1
1252,1449,Q8TDQ7|GNPI2_HUMAN,249.61,36,28,28,28,36,31,32,2.5397E3,2.0904E3,1.6234E3,5.6517E3,3.585E3,3.541E3,8,3,19,29,20,32,17,25,Carbamidomethylation,31085,Glucosamine-6-phosphate isomerase 2 OS=Homo sapiens OX=9606 GN=GNPDA2 PE=1 SV=1
1238,1794,P61758|PFD3_HUMAN,249.59,47,41,28,28,47,34,34,2.1047E4,1.8244E4,1.3936E4,3.4293E4,2.7231E4,2.4716E4,8,8,15,26,17,28,27,32,Carbamidomethylation,22626,Prefoldin subunit 3 OS=Homo sapiens OX=9606 GN=VBP1 PE=1 SV=4
1487,687,Q99615|DNJC7_HUMAN,249.51,35,12,7,5,30,23,22,2.2958E3,2.2531E3,1.0447E3,2.468E4,2.0543E4,1.9425E4,13,13,5,10,7,34,29,25,Carbamidomethylation; Acetylation (Protein N-term),56441,DnaJ homolog subfamily C member 7 OS=Homo sapiens OX=9606 GN=DNAJC7 PE=1 SV=2
1024,1588,P12004|PCNA_HUMAN,249.51,48,26,43,35,48,48,43,3.2051E4,3.1777E4,3.5933E4,6.0241E4,6.1498E4,6.2378E4,8,8,28,26,29,33,38,34,Carbamidomethylation; Deamidation (NQ),28769,Proliferating cell nuclear antigen OS=Homo sapiens OX=9606 GN=PCNA PE=1 SV=1
1196,1493,P51452|DUS3_HUMAN,249.44,58,43,43,50,50,51,43,2.188E4,2.4702E4,2.8718E4,3.4203E4,3.8019E4,3.8121E4,8,8,33,18,23,25,29,25,Carbamidomethylation,20478,Dual specificity protein phosphatase 3 OS=Homo sapiens OX=9606 GN=DUSP3 PE=1 SV=1
913,1361,P51148|RAB5C_HUMAN,249.42,48,48,43,48,48,43,43,5.9947E4,6.5068E4,7.7901E4,7.812E4,8.8666E4,9.0478E4,8,5,28,35,35,30,45,40,Deamidation (NQ),23483,Ras-related protein Rab-5C OS=Homo sapiens OX=9606 GN=RAB5C PE=1 SV=2
1656,717,O94874|UFL1_HUMAN,249.28,24,13,17,14,6,12,13,3.0589E3,6.5873E3,4.3931E3,1.8698E3,6.1729E3,3.8699E3,12,12,18,23,15,8,14,12,Acetylation (Protein N-term),89595,E3 UFM1-protein ligase 1 OS=Homo sapiens OX=9606 GN=UFL1 PE=1 SV=2
947,1190,O43681|GET3_HUMAN,249.22,41,39,32,32,33,36,36,2.6393E4,2.5766E4,2.5597E4,3.166E4,3.2378E4,3.1587E4,10,10,35,39,37,29,25,41,Carbamidomethylation,38793,ATPase GET3 OS=Homo sapiens OX=9606 GN=GET3 PE=1 SV=2
1073,1492,Q92820|GGH_HUMAN,249.10,37,30,33,25,26,25,25,2.7916E4,2.3476E4,2.1028E4,2.3383E4,2.7653E4,2.4981E4,9,9,40,32,23,24,28,30,,35964,Gamma-glutamyl hydrolase OS=Homo sapiens OX=9606 GN=GGH PE=1 SV=2
841,1494,O00154|BACH_HUMAN,249.08,26,26,22,22,26,26,26,3.1137E4,3.729E4,3.3306E4,6.7E4,6.4546E4,6.1249E4,8,8,33,37,26,48,40,46,Carbamidomethylation,41796,Cytosolic acyl coenzyme A thioester hydrolase OS=Homo sapiens OX=9606 GN=ACOT7 PE=1 SV=3
1502,908,Q13564|ULA1_HUMAN,248.99,34,14,31,26,17,23,28,7.3053E3,1.3701E4,1.1484E4,6.8771E3,9.1215E3,1.011E4,10,10,15,23,15,15,18,22,Carbamidomethylation,60246,NEDD8-activating enzyme E1 regulatory subunit OS=Homo sapiens OX=9606 GN=NAE1 PE=1 SV=1
1402,1088,Q9P0J1|PDP1_HUMAN,248.57,25,25,22,20,16,14,10,1.1659E4,1.3127E4,1.3771E4,7.417E3,3.6358E3,4.4518E3,9,9,32,25,27,22,7,9,,61054,[Pyruvate dehydrogenase [acetyl-transferring]]-phosphatase 1  mitochondrial OS=Homo sapiens OX=9606 GN=PDP1 PE=1 SV=3
1420,1051,P57737|CORO7_HUMAN,248.44,15,11,11,13,8,10,10,9.2147E3,1.2844E4,1.299E4,1.0974E4,8.9801E3,8.8261E3,9,9,25,29,18,14,16,17,Carbamidomethylation,100605,Coronin-7 OS=Homo sapiens OX=9606 GN=CORO7 PE=1 SV=2
1453,772,Q8TAQ2|SMRC2_HUMAN,248.37,14,7,7,10,7,8,8,1.6519E3,1.7811E3,1.5832E3,4.0255E3,2.6457E3,3.2453E3,12,6,17,18,21,21,18,19,Carbamidomethylation,132879,SWI/SNF complex subunit SMARCC2 OS=Homo sapiens OX=9606 GN=SMARCC2 PE=1 SV=1
1167,930,Q9Y4K0|LOXL2_HUMAN,248.32,18,7,11,3,18,16,11,2.8212E3,4.217E3,2.0037E3,1.4382E4,1.2337E4,8.7626E3,10,10,15,14,7,48,41,32,Carbamidomethylation; Deamidation (NQ),86725,Lysyl oxidase homolog 2 OS=Homo sapiens OX=9606 GN=LOXL2 PE=1 SV=1
1312,833,O00186|STXB3_HUMAN,248.22,24,10,16,21,11,13,18,5.5624E3,8.8879E3,1.0896E4,1.1087E4,8.6492E3,1.1053E4,11,11,15,21,27,19,18,34,Carbamidomethylation,67764,Syntaxin-binding protein 3 OS=Homo sapiens OX=9606 GN=STXBP3 PE=1 SV=2
1288,1272,Q8NBX0|SCPDL_HUMAN,248.14,39,36,29,26,23,23,23,9.3692E3,1.2947E4,1.6467E4,7.7635E3,1.0889E4,1.2693E4,8,8,17,22,26,30,17,25,Carbamidomethylation; Acetylation (Protein N-term),47151,Saccharopine dehydrogenase-like oxidoreductase OS=Homo sapiens OX=9606 GN=SCCPDH PE=1 SV=1
